Issue code,Issue name,Market type,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"034940","ChoA Pharm.","KOSDAQ","Enterprise of middle standing","877","-19","-2.12","900","908","864","73480","65419792","27169308279","30979827"
"001550","Chobi","KOSPI",,"15690","320","2.08","15230","16750","14990","590041","9358090560","81466229910","5192239"
"004700","ChokwangLeat","KOSPI",,"65600","-2000","-2.96","67100","68400","65600","2920","194432800","436183452800","6649138"
"004910","ChokwangPaint","KOSPI",,"4760","-100","-2.06","4860","4910","4735","53648","257636350","60928000000","12800000"
"000950","Chonbang","KOSPI",,"33700","-1350","-3.85","35600","35600","33300","3091","104898450","56616000000","1680000"
"462520","Chosun REF","KOSPI",,"13960","-90","-0.64","14060","14200","13880","18116","253841790","165498145280","11855168"
"278280","Chunbo","KOSDAQ","Enterprise of middle standing","49850","-1250","-2.45","51900","53300","49200","76790","3908701250","599456120300","12025198"
"000650","ChunilExp","KOSPI",,"209500","-5500","-2.56","215000","222500","206500","3209","680865750","299421590000","1429220"
"045520","Clean & Science","KOSDAQ","Enterprise of middle standing","3255","10","0.31","3245","3280","3200","19611","63824168","21157500000","6500000"
"045970","CoAsia","KOSDAQ","Enterprise of middle standing","4740","-160","-3.27","4990","5020","4630","153314","732102115","124732512240","26314876"
"196450","CoAsia CM","KOSDAQ","Enterprise of middle standing","1411","-134","-8.67","1550","1577","1388","241006","348779185","63945930202","45319582"
"047770","Codes Combine","KOSDAQ","Enterprise of middle standing","4260","-295","-6.48","4555","4725","4205","1075797","4815585026","161209484520","37842602"
"900310","Coloray","KOSDAQ","Foreign company(none market division)","497","-3","-0.60","500","511","490","61523","30550243","31828712475","64041675"
"063080","Com2uS Holdings","KOSDAQ","Enterprise of middle standing","16710","-600","-3.47","17300","17640","16700","36989","630372850","110205658320","6595192"
"036420","ContentreeJoongAng","KOSPI",,"5680","-260","-4.38","5940","5950","5460","110260","625928570","109409909440","19262308"
"104540","Corentec","KOSDAQ","New growth company","5870","-120","-2.00","6010","6030","5780","64865","383498670","75052293800","12785740"
"189350","Coset","KONEX","General Company-Division","1271","-124","-8.89","1400","1400","1270","3203","4258891","6100800000","4800000"
"005070","CosmoAM&T","KOSPI",,"51400","-1800","-3.38","53800","55500","50600","545175","29100284100","1671052858400","32510756"
"082660","Cosnine","KOSDAQ","Issues for administration(none market division)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"110790","CreaS F&C","KOSDAQ","Blue chip company","3810","-70","-1.80","3880","3895","3810","6760","25915746","89271957600","23430960"
"040350","CreoSG","KOSDAQ","Enterprise of middle standing","675","-35","-4.93","710","727","666","304457","210740040","65881796175","97602661"
"096240","Creverse","KOSDAQ","Blue chip company","10500","-300","-2.78","10890","10890","10470","30301","320236370","112750890000","10738180"
"041460","Crosscert","KOSDAQ","Enterprise of middle standing","3850","-135","-3.39","3985","4035","3810","102984","413078275","73150000000","19000000"
"900250","Crystal New Material","KOSDAQ","Foreign company(none market division)","570","-20","-3.39","607","607","567","337295","194808878","81658202280","143260004"
"494120","Curiosis","KOSDAQ","New growth company","57600","-6500","-10.14","64100","64500","55600","80319","4731648500","438709363200","7616482"
"445680","Curiox Biosystems","KOSDAQ","New growth company","77500","-9800","-11.23","87600","87600","74600","447498","35492903950","1326787057500","17119833"
"372320","Curocell","KOSDAQ","New growth company","52700","-3100","-5.56","58800","58900","48900","299280","16009279650","792558778200","15039066"
"356890","CyberOne","KOSDAQ","Venture business","3165","0","0.00","3215","3520","3120","423881","1413202499","37833856125","11953825"
"217330","Cytogen","KOSDAQ","New growth company","3890","-760","-16.34","4650","4710","3845","444326","1841328084","89973937830","23129547"
"263720","D&C MEDIA","KOSDAQ","Venture business","11650","-220","-1.85","11900","12000","11370","16578","192058135","144606685150","12412591"
"347850","D&D Pharmatech","KOSDAQ","New growth company","69400","-5500","-7.34","77700","77900","68500","471986","33961564850","3040007801800","43804147"
"377190","D&D platform REIT","KOSPI",,"3040","-35","-1.14","3075","3075","3000","124449","376967117","268736000000","88400000"
"290670","DAE BO MAGNETIC","KOSDAQ","Enterprise of middle standing","11010","-740","-6.30","11690","12390","11010","36527","426983795","86512836600","7857660"
"045390","DAEATI","KOSDAQ","Blue chip company","3925","-315","-7.43","4245","4260","3885","1177454","4761430691","276608004725","70473377"
"012800","DAECHANG","KOSPI",,"1285","-47","-3.53","1334","1357","1282","833582","1087289021","117115541215","91140499"
"000490","DAEDONG CORP.","KOSPI",,"9260","-590","-5.99","9900","9960","9150","416599","3923838130","266936769900","28826865"
"178600","DAEDONG KOREA GINSENG","KONEX","General Company-Division","2015","253","14.36","2025","2025","1801","4","7856","8965944000","4449600"
"008060","DAEDUCK","KOSPI",,"12450","-430","-3.34","12760","12980","12200","145400","1808400025","421932367500","33890150"
"00806K","DAEDUCK(1P)","KOSPI",,"9330","-370","-3.81","9800","9800","9320","18485","174329950","11311290810","1212357"
"439260","DAEHAN SHIPBUILDING","KOSPI",,"87600","-2400","-2.67","92300","94400","87200","248871","22622236900","3374904931200","38526312"
"069460","DAEHOAL","KOSPI",,"532","0","0.00","0","0","0","0","0","46322278464","87071952"
"393970","DAEJIN ADVANCED MATERIALS","KOSDAQ","Venture business","2825","0","0.00","0","0","0","0","0","50428566500","17850820"
"078600","DAEJOO","KOSDAQ","Blue chip company","118000","-9700","-7.60","127700","129200","115500","350870","42434915750","1826709974000","15480593"
"120240","DAEJUNG C&M","KOSDAQ","Blue chip company","13720","-50","-0.36","13770","13910","13600","27324","375352680","98652164520","7190391"
"019680","DAEKYO","KOSPI",,"1581","-29","-1.80","1597","1615","1542","94144","147991992","133915205850","84702850"
"019685","DAEKYO(1PB)","KOSPI",,"1013","-1","-0.10","1014","1018","1010","13093","13254017","19679540870","19426990"
"005750","DAELIM BATH","KOSPI",,"5450","-500","-8.40","6080","6080","5400","239615","1339885795","90863708000","16672240"
"317850","DAEMO","KOSDAQ","Venture business","8180","-620","-7.05","8890","9020","8130","242116","2056600405","68093755600","8324420"
"048470","DAESCO","KOSDAQ","Enterprise of middle standing","3270","-50","-1.51","3350","3385","3065","144554","471538617","31555500000","9650000"
"016710","DAESUNG HOLDINGS","KOSPI",,"8410","-190","-2.21","8600","8660","8300","28940","244666090","135312350190","16089459"
"117580","DAESUNGENERGY","KOSPI",,"9640","220","2.34","9420","10750","9220","4959821","49371929325","265100000000","27500000"
"128820","DAESUNGIND","KOSPI",,"6450","-450","-6.52","6900","6950","6380","575619","3839500250","291768833100","45235478"
"007680","DAEWON","KOSDAQ","Enterprise of middle standing","4190","65","1.58","4130","4215","4080","2237","9205485","56340726060","13446474"
"048910","DAEWON MEDIA","KOSDAQ","Blue chip company","7290","-190","-2.54","7500","7540","7120","96694","700971305","91700516340","12578946"
"069620","DAEWOONG PHARM","KOSPI",,"159100","-11200","-6.58","170200","171700","157600","28670","4644555250","1843424082500","11586575"
"131220","DAIHAN Scientific","KOSDAQ","Venture business","4520","-90","-1.95","4610","4650","4465","8558","38711885","33694294800","7454490"
"003547","DAISHINSECU(2PB)","KOSPI",,"21850","-1050","-4.59","22700","23250","21650","55384","1234346300","218500000000","10000000"
"064260","DANAL","KOSDAQ","Enterprise of middle standing","5870","-440","-6.97","6370","6410","5760","1505788","9027185735","444038832590","75645457"
"032190","DAOU DATA","KOSDAQ","Blue chip company","22450","-1300","-5.47","23850","24250","22100","108326","2491654500","859835000000","38300000"
"066900","DAP","KOSDAQ","Issues for administration(none market division)","1434","48","3.46","1386","1437","1373","49251","69500601","32615617302","22744503"
"208860","DASAN DMC","KOSDAQ","Enterprise of middle standing","1286","-14","-1.08","1329","1339","1284","58742","76074682","43659665278","33949973"
"039560","DASANNetwork","KOSDAQ","Enterprise of middle standing","4875","-265","-5.16","5130","5240","4800","1151178","5743649874","196774738875","40364049"
"058730","DASCO","KOSPI",,"3580","-140","-3.76","3720","3730","3505","305260","1094709979","71414631180","19948221"
"196490","DAT","KOSDAQ","More significant investment(none market division)","203","0","0.00","0","0","0","0","0","36245520080","178549360"
"263800","DATASOLUTION","KOSDAQ","Enterprise of middle standing","4235","-260","-5.78","4495","4550","4235","45422","197065289","68714484300","16225380"
"323350","DAWON NEXVIEW","KOSDAQ","New growth company","10510","-1080","-9.32","11600","11790","10500","110702","1221181760","84193213720","8010772"
"068240","DAWONSYS","KOSDAQ","Issues for administration(none market division)","2530","0","0.00","0","0","0","0","0","96553495610","38163437"
"108380","DAYANG","KOSDAQ","Blue chip company","24500","-700","-2.78","26300","26700","24350","88649","2272001550","234399658500","9567333"
"002880","DAYOU A-TECH","KOSPI",,"906","-18","-1.95","924","929","905","70931","64528879","42377239470","46773995"
"012030","DB","KOSPI",,"1599","-98","-5.77","1697","1726","1596","848739","1388940827","321677118867","201173933"
"477760","DB Finance No.12 SPAC","KOSDAQ","SPAC(none market division)","2230","0","0.00","0","0","0","0","0","13023200000","5840000"
"489730","DB Finance No.13 SPAC","KOSDAQ","SPAC(none market division)","2075","-10","-0.48","2085","2085","2070","4029","8366540","13138900000","6332000"
"0004Y0","DB Finance No.14 SPAC","KOSDAQ","SPAC(none market division)","2060","-30","-1.44","2090","2090","2055","4463","9263872","10948900000","5315000"
"000990","DB HiTek","KOSPI",,"83300","-2800","-3.25","86800","88300","82600","474132","40222150550","3623932180400","43504588"
"005830","DB INSURANCE","KOSPI",,"162200","-5800","-3.45","168500","171000","160000","184865","30164404800","11254084800000","69384000"
"016610","DB Sec","KOSPI",,"11980","-1020","-7.85","13200","13200","11890","172426","2139089160","508507740220","42446389"
"099410","DBSM","KOSDAQ","Venture business","4600","-300","-6.12","4925","4960","4510","108734","508218635","64400000000","14000000"
"024090","DCM","KOSPI",,"12290","-100","-0.81","12390","12450","12280","2364","29120560","140106000000","11400000"
"033130","DChosun","KOSDAQ","Enterprise of middle standing","2560","35","1.39","2525","2720","2520","289150","759532315","95015083520","37115267"
"079810","DE&T","KOSDAQ","Blue chip company","4230","-145","-3.31","4400","4530","4190","140606","609915627","91063837620","21528094"
"376300","DEARU","KOSDAQ","Blue chip company","29550","-1850","-5.89","31650","32150","29200","140229","4225360475","701469897300","23738406"
"315640","DEEPNOID","KOSDAQ","New growth company","3265","-215","-6.18","3540","3590","3225","277838","933060051","95900337480","29372232"
"261200","DENTIS","KOSDAQ","Blue chip company","3880","-95","-2.39","3970","4000","3850","40395","157505970","61341636000","15809700"
"145720","DENTIUM","KOSPI",,"49600","-3100","-5.88","52700","53000","49150","57831","2902357100","427744993600","8623891"
"263600","DERKWOO ELECTRONICS","KOSDAQ","Enterprise of middle standing","5040","-200","-3.82","5260","5360","4955","66094","337477180","80288762400","15930310"
"067990","DEUTSCH MOTORS INC.","KOSDAQ","Blue chip company","4355","-115","-2.57","4470","4495","4345","56370","248437505","127085650250","29181550"
"187870","DEVICE","KOSDAQ","Blue chip company","20200","-2050","-9.21","22250","22250","20100","57519","1201501500","142139501800","7036609"
"099520","DGI","KOSDAQ","Issues for administration(none market division)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"043360","DGI","KOSDAQ","Venture business","2530","-25","-0.98","2535","2715","2515","38811","99559655","22770000000","9000000"
"290120","DH AUTOLEAD","KOSDAQ","Blue chip company","2515","-50","-1.95","2605","2605","2480","61545","155946100","39797986235","15824249"
"067080","DH PHARM","KOSDAQ","Enterprise of middle standing","14210","-670","-4.50","14890","15100","13990","86547","1244572320","264542596500","18616650"
"000300","DHAUTONEX","KOSPI",,"4200","0","0.00","0","0","0","0","0","174035631000","41437055"
"025440","DHAUTOWARE","KOSDAQ","More significant investment(none market division)","798","-32","-3.86","841","851","798","114853","93911678","38927416752","48781224"
"054670","DHNP","KOSDAQ","Blue chip company","6890","-260","-3.64","7150","7190","6840","89867","627823985","98905398800","14354920"
"031860","DHX Company","KOSDAQ","Issues for administration(none market division)","591","-9","-1.50","599","623","570","454291","272331333","11220384993","18985423"
"003160","DI","KOSPI",,"27700","-2700","-8.88","31100","31150","26850","623657","17660345200","783910000000","28300000"
"001530","DI DONGIL","KOSPI",,"20850","-650","-3.02","21650","22150","20600","64302","1362512925","411355488000","19729280"
"004890","DIC","KOSPI",,"37850","-650","-1.69","38500","38500","37850","1162","44321200","91794387750","2425215"
"092200","DIC","KOSPI",,"8070","-460","-5.39","8850","8850","7970","367022","3054499395","313830751830","38888569"
"020180","DIC","KOSDAQ","Enterprise of middle standing","1029","-37","-3.47","1067","1074","1029","370537","388264576","39543353535","38428915"
"131180","DILLI","KOSDAQ","Venture business","902","-22","-2.38","924","927","894","80344","72832389","26473700000","29350000"
"039840","DIO","KOSDAQ","Enterprise of middle standing","15980","-450","-2.74","16430","16630","15910","29074","467940915","229713890260","14375087"
"110990","DIT","KOSDAQ","Blue chip company","18050","-1400","-7.20","19650","19670","17800","116102","2145474605","341145000000","18900000"
"263020","DK&D","KOSDAQ","Venture business","3115","-60","-1.89","3170","3185","3070","43880","137393735","43099594790","13836146"
"105740","DK-Lok","KOSDAQ","Blue chip company","9390","-290","-3.00","9710","9790","9200","99169","932838975","95482337070","10168513"
"015590","DKME","KOSPI",,"515","0","0.00","0","0","0","0","0","122045495160","236981544"
"290550","DKT","KOSDAQ","Blue chip company","18030","-280","-1.53","18840","19270","17390","516794","9461284800","360622176900","20001230"
"000210","DL","KOSPI",,"56900","-5800","-9.25","61400","61400","56400","239438","13926250750","1192389799600","20955884"
"375500","DL E&C","KOSPI",,"68100","-4400","-6.07","74700","75700","67200","1862851","132751987150","2635035726300","38693623"
"37550K","DL E&C(1P)","KOSPI",,"28150","-1350","-4.58","30000","30350","27850","18966","550869550","59505862750","2113885"
"37550L","DL E&C(2PC)","KOSPI",,"45550","-1350","-2.88","47000","48150","45200","9133","425656700","96199368050","2111951"
"000215","DL(1P)","KOSPI",,"25900","-1850","-6.67","27750","27750","25750","5882","155016900","43670378500","1686115"
"389260","DMENG","KOSDAQ","Blue chip company","24650","3100","14.39","21700","24650","21050","1483864","34290290900","441637411250","17916325"
"016670","DMOA","KOSDAQ","Enterprise of middle standing","3950","-60","-1.50","4010","4060","3885","12552","49452420","40267224300","10194234"
"068790","DMS","KOSDAQ","Enterprise of middle standing","7410","-500","-6.32","7860","7860","7370","157730","1193785060","167245359840","22570224"
"007340","DN AUTOMOTIVE","KOSPI",,"37300","-3400","-8.35","40600","40800","36850","431206","16452736325","2182455264500","58510865"
"092070","DNF","KOSDAQ","Blue chip company","19290","-1060","-5.21","20950","20950","18910","95385","1924275305","223221140820","11571858"
"227420","DOBU","KONEX","General Company-Division","963","67","7.48","896","1025","765","283","224546","36636863130","38044510"
"002150","DOHWA ENGINEERING","KOSPI",,"6350","-190","-2.91","6550","6650","6330","85281","549695845","214122000000","33720000"
"088130","DONG A ELTEK","KOSDAQ","Enterprise of middle standing","6990","-530","-7.05","7650","7650","6840","271175","1938335790","122222344860","17485314"
"002690","DONG IL STEEL","KOSPI",,"1500","-86","-5.42","1584","1584","1500","50353","76877637","30450540000","20300360"
"111380","DONG IN ENTECH","KOSPI",,"13790","-270","-1.92","14060","14130","13610","12773","175993820","84505120000","6128000"
"041930","DONGAHWASUNG","KOSDAQ","Blue chip company","5910","-300","-4.83","6260","6260","5870","39515","237694160","93378000000","15800000"
"109860","DONGIL METAL","KOSDAQ","Blue chip company","7020","-150","-2.09","7200","7240","7000","9800","69571610","63882000000","9100000"
"005290","DONGJIN","KOSDAQ","Blue chip company","46200","-2350","-4.84","48450","48950","45350","714915","33341004900","2375349622800","51414494"
"005160","DONGKUK","KOSDAQ","Enterprise of middle standing","3100","-135","-4.17","3235","3245","3085","158261","498445705","168157894200","54244482"
"460850","DONGKUK CM","KOSPI",,"5190","-190","-3.53","5420","5450","5160","143385","757329055","155174024640","29898656"
"001230","DONGKUK HOLDINGS","KOSPI",,"9970","-130","-1.29","10200","10390","9880","150498","1521796630","317050815510","31800483"
"075970","DONGKUK R&S","KOSDAQ","Enterprise of middle standing","2130","-75","-3.40","2200","2210","2100","93374","200515274","39192000000","18400000"
"460860","DONGKUK STEEL","KOSPI",,"8770","-370","-4.05","9190","9280","8720","162238","1443557925","435062309090","49608017"
"023450","DONGNAMCHEMICAL","KOSPI",,"30250","-200","-0.66","30450","30450","30100","993","30047450","105875000000","3500000"
"026960","DONGSUH","KOSPI",,"27050","-850","-3.05","27650","28400","26900","71424","1967230775","2696885000000","99700000"
"102260","DONGSUNG CHEMICAL","KOSPI",,"4130","-70","-1.67","4260","4260","4090","306379","1270696376","207230146830","50176791"
"033500","DONGSUNG FINETEC","KOSDAQ","Blue chip company","23700","-1300","-5.20","25300","25300","23250","321236","7707592050","710751007800","29989494"
"025900","DONGWHA ENTERPRISE","KOSDAQ GLOBAL","Enterprise of middle standing","10400","-760","-6.81","11180","11390","10300","328948","3546091510","525795764000","50557285"
"018500","DONGWON METAL","KOSPI",,"1535","-77","-4.78","1614","1625","1525","277641","433547755","71768822155","46754933"
"088910","DONGWOO FARM TO TABLE","KOSDAQ","Blue chip company","2365","-65","-2.67","2430","2445","2345","53323","127791671","61092121860","25831764"
"094170","DONGWOON ANATECH","KOSDAQ","Blue chip company","29200","-2100","-6.71","31400","31400","28650","262323","7806555450","610570131200","20909936"
"079960","DONGYANG E&P","KOSDAQ","Blue chip company","26500","-1500","-5.36","28300","28300","25950","87061","2307826250","208290000000","7860000"
"084670","DONGYANG EXPRESS","KOSPI",,"39250","-2800","-6.66","42050","43000","38500","28863","1159128600","113651083250","2895569"
"000150","DOOSAN","KOSPI",,"1021000","-94000","-8.43","1130000","1134000","1009000","87565","92594551000","16533905535000","16193835"
"131970","DOOSAN TESNA","KOSDAQ GLOBAL","Blue chip company","97200","-5700","-5.54","103000","104200","94600","453769","44381067700","1878607533600","19327238"
"000155","DOOSAN(1P)","KOSPI",,"452500","-26500","-5.53","484500","487000","443000","15705","7227546000","1808399055000","3996462"
"000157","DOOSAN(2PB)","KOSPI",,"381500","-23500","-5.80","409000","414000","373500","1814","702127750","340693997000","893038"
"012510","DOUZONE BIZON","KOSPI",,"119400","0","0.00","119400","119400","119100","53666","6397653500","3629141508000","30394820"
"484120","DOWOOINSYS","KOSDAQ","Enterprise of middle standing","19050","-500","-2.56","19690","19760","18120","12574","237814100","208738889100","10957422"
"462860","DOZN","KOSDAQ","Enterprise of middle standing","3115","-275","-8.11","3400","3400","3065","527368","1690085645","223793159765","71843711"
"004840","DRB Holding","KOSPI",,"5120","-130","-2.48","5250","5460","5110","62110","325522295","102041600000","19930000"
"163560","DRB Industrial","KOSPI",,"6880","-160","-2.27","7040","7040","6740","23135","159519100","95632000000","13900000"
"362990","DREAMINSIGHT","KOSDAQ","Venture business","1514","-60","-3.81","1574","1632","1500","25379","39453009","25436069036","16800574"
"192650","DREAMTECH","KOSPI",,"6420","-300","-4.46","6730","6830","6380","219355","1442743125","442814357580","68974199"
"263690","DRGEM","KOSDAQ","Blue chip company","5220","-180","-3.33","5360","5400","5140","18395","96901530","59119684200","11325610"
"214680","DRTECH","KOSDAQ","Venture business","1617","-64","-3.81","1697","1703","1600","437159","714491035","134982399552","83477056"
"017860","DS Dansuk","KOSPI",,"19390","310","1.62","19160","19900","18780","425839","8238122570","340957870680","17584212"
"241520","DSC Investment","KOSDAQ","Enterprise of middle standing","12970","-1080","-7.69","14200","14200","12750","860395","11442361810","350190000000","27000000"
"077360","DSHM","KOSDAQ","Blue chip company","10430","-770","-6.88","11290","11410","10260","1020958","11022790450","473907930860","45437002"
"109740","DSK","KOSDAQ","Venture business","5640","100","1.81","5880","5880","5550","47233","267128450","145006599600","25710390"
"036480","DSMBIO","KOSDAQ","Enterprise of middle standing","7590","-380","-4.77","7920","8100","7580","64857","503125920","28842000000","3800000"
"096350","DSOL","KOSDAQ","Venture business","2970","-270","-8.33","3300","3340","2920","1644163","5038388783","109458643140","36854762"
"155660","DSR","KOSPI",,"4105","-75","-1.79","4180","4230","4095","53183","220339670","65680000000","16000000"
"069730","DSRWIRE","KOSPI",,"4700","-185","-3.79","4725","4865","4675","127291","600789050","67680000000","14400000"
"383930","DT&CRO","KOSDAQ","Enterprise of middle standing","3360","105","3.23","3225","3410","3150","237148","788797920","42954670080","12784128"
"066670","DTC","KOSDAQ","Enterprise of middle standing","2525","-125","-4.72","2650","2670","2525","22310","57372045","47197092950","18691918"
"016740","DUAL","KOSPI",,"4540","-100","-2.16","4640","4665","4490","90058","409512240","130180068960","28674024"
"176750","DUCHEMBIO","KOSDAQ","New growth company","8930","-300","-3.25","9320","9340","8890","29044","262544940","254105114600","28455220"
"213420","DUK SAN NEOLUX","KOSDAQ GLOBAL","Blue chip company","44500","-5200","-10.46","50000","50200","44000","420961","19361183700","1104987465500","24831179"
"073190","DUOBACK","KOSDAQ","More significant investment(none market division)","1181","-17","-1.42","1198","1200","1178","30260","36006137","14134255240","11968040"
"047040","DWEC","KOSPI",,"16440","-2990","-15.39","19650","19740","16000","51122389","885180491850","6832836168720","415622638"
"014820","DWS","KOSPI",,"24800","-500","-1.98","25300","25750","24400","51017","1278867475","718983793600","28991282"
"014825","DWS(1P)","KOSPI",,"16290","-180","-1.09","16440","16440","16200","638","10354950","4302368190","264111"
"180400","DXVX","KOSDAQ","Issues for administration(none market division)","4935","-145","-2.85","5100","5150","4745","487966","2420817725","485749246920","98429432"
"013570","DY","KOSPI",,"4710","-210","-4.27","4950","4955","4660","120823","577193658","123965471430","26319633"
"024900","DY DEOKYANG","KOSPI",,"1905","-80","-4.03","2000","2025","1900","241683","470088070","62036286900","32564980"
"210540","DY POWER","KOSPI",,"13290","-720","-5.14","14010","14020","13160","130685","1759671785","146744299320","11041708"
"060380","DY S¡¤TEC","KOSDAQ","Blue chip company","1375","-23","-1.65","1387","1398","1368","30663","42329876","27087500000","19700000"
"310870","DYC","KOSDAQ","Venture business","1476","-80","-5.14","1543","1556","1476","244510","367518041","30534411996","20687271"
"219550","DYD","KOSDAQ","Issues for administration(none market division)","1643","-68","-3.97","1711","1776","1630","121148","205408269","61974751926","37720482"
"092780","DYP","KOSPI",,"4305","-145","-3.26","4450","4465","4250","66015","284232776","56690220300","13168460"
"104460","DYPNF","KOSDAQ","Blue chip company","13450","-570","-4.07","14090","14130","13330","66650","905361685","141468458450","10518101"
"140520","DaeChang Steel","KOSDAQ","Blue chip company","2055","-50","-2.38","2110","2120","2055","21163","44119015","43379494365","21109243"
"078140","Daebongls","KOSDAQ","Blue chip company","9700","-360","-3.58","10060","10070","9590","36925","360834040","107539816300","11086579"
"015230","DaechangForging","KOSPI",,"6650","-240","-3.48","6890","6950","6500","146925","985804315","190005329500","28572230"
"008830","DaedongGear","KOSDAQ","Enterprise of middle standing","19590","-1360","-6.49","21400","21400","19310","430449","8770510875","176065516800","8987520"
"020400","DaedongMetal","KOSDAQ","Enterprise of middle standing","9660","-1060","-9.89","10870","10880","9450","482032","4779506675","30807343560","3189166"
"35320K","DaeduckElectro(1P)","KOSPI",,"18040","-1140","-5.94","19200","19550","17700","16520","304087480","37803162760","2095519"
"353200","DaeduckElectronics","KOSPI",,"80300","-7700","-8.75","88000","88100","78100","1569508","127929996550","3968179077500","49416925"
"006370","DaeguDptStr","KOSPI",,"5520","320","6.15","5300","5780","5120","155740","855372370","59735292720","10821611"
"084010","Daehan Steel","KOSPI",,"10040","-590","-5.55","10810","10900","9800","117605","1191834190","345090823840","34371596"
"001130","DaehanFlrMill","KOSPI",,"142100","-2000","-1.39","147400","147500","141500","3225","463671100","240149000000","1690000"
"003830","DaehanSynthFibr","KOSPI",,"117600","-4700","-3.84","123000","123600","117300","1844","218930500","156172800000","1328000"
"016090","Daehyun","KOSPI",,"1728","-5","-0.29","1733","1742","1717","93597","161490215","76519831680","44282310"
"003310","Daejoo","KOSDAQ","Blue chip company","3385","-265","-7.26","3650","3655","3330","748975","2596653540","119803104750","35392350"
"114920","Daejoo Ent","KONEX","General Company-Division","2900","185","6.81","2995","2995","2900","47","136395","10061550000","3469500"
"017650","DaelimPaper","KOSDAQ","Blue chip company","8500","-150","-1.73","8650","8650","8270","11322","95502960","74672500000","8785000"
"006570","DaelimTrdg","KOSPI",,"2015","-25","-1.23","2040","2040","1986","5891","11771198","30678375000","15225000"
"004780","Daeryuk","KOSDAQ","Blue chip company","3730","-85","-2.23","3850","3855","3690","45536","171176035","59318932270","15903199"
"065150","Daesan F&B","KOSDAQ","Issues for administration(none market division)","145","0","0.00","0","0","0","0","0","23110448725","159382405"
"001680","Daesang","KOSPI",,"19380","-970","-4.77","20350","20450","19360","223742","4411086420","671478724500","34648025"
"084690","Daesang Holdings","KOSPI",,"8820","-320","-3.50","9250","9250","8750","89476","799202545","319394585160","36212538"
"084695","Daesang Holdings(1P)","KOSPI",,"13810","-460","-3.22","14270","14280","13800","2833","39535230","12615186420","913482"
"001685","Daesang(1P)","KOSPI",,"16000","-300","-1.84","16370","16370","15900","19011","305226380","21923568000","1370223"
"104040","Daesung Fine Tec","KOSDAQ","Venture business","663","-13","-1.92","676","680","650","221393","146380672","88886968638","134067826"
"129920","Daesung Hi-Tech","KOSDAQ","Venture business","14360","-340","-2.31","14900","15350","13510","303108","4411729660","196948161080","13715053"
"027830","Daesung PE","KOSDAQ","Venture business","1447","-81","-5.30","1530","1542","1433","189285","278859365","78138000000","54000000"
"006340","DaewonCbl","KOSPI",,"5220","-210","-3.87","5530","5930","5150","5211696","28652584860","409323251520","78414416"
"006345","DaewonCbl(1P)","KOSPI",,"3630","-195","-5.10","3875","3980","3630","38522","144798690","9514956000","2621200"
"024890","DaewonChem","KOSPI",,"767","-11","-1.41","810","810","753","110585","84784550","31638099584","41249152"
"000430","DaewonKangup","KOSPI",,"3950","-170","-4.13","4090","4090","3860","191343","755851708","244900000000","62000000"
"003220","Daewonpharm","KOSPI",,"10180","-300","-2.86","10490","10600","10110","24504","252750535","228312794940","22427583"
"005710","Daewonsanup","KOSDAQ","Blue chip company","12480","-290","-2.27","12770","12880","12300","26817","335175730","250069248000","20037600"
"003090","Daewoong","KOSPI",,"22800","-2000","-8.06","24700","24950","22550","193397","4503818500","1325637144000","58141980"
"014160","DaeyoungPkg","KOSPI",,"1180","38","3.33","1142","1330","1132","33555794","41217720039","127905567820","108394549"
"023910","DaihanPharm","KOSDAQ","Blue chip company","28600","-500","-1.72","29150","29300","28250","16048","458349175","171600000000","6000000"
"0030R0","Daishin Value REIT","KOSPI",,"4335","30","0.70","4305","4345","4290","57893","249253871","259146300000","59780000"
"457630","DaishinBalanceNo.16 SPAC","KOSDAQ","Issues for administration(none market division)","2095","-5","-0.24","2100","2100","2095","66130","138586045","15314450000","7310000"
"471050","DaishinBalanceNo.17 SPAC","KOSDAQ","SPAC(none market division)","2105","-20","-0.94","2120","2140","2100","9227","19581360","12756300000","6060000"
"482690","DaishinBalanceNo.19 SPAC","KOSDAQ","SPAC(none market division)","2130","-20","-0.93","2155","2170","2130","6921","14886625","11959950000","5615000"
"003540","DaishinSecu","KOSPI",,"35100","-2200","-5.90","37800","38350","35000","135938","4885863375","1782146340000","50773400"
"003545","DaishinSecu(1P)","KOSPI",,"23050","-1150","-4.75","24200","24300","22900","78727","1843948775","599300000000","26000000"
"009190","DaiyangMtl","KOSPI",,"1306","18","1.40","1288","1387","1288","903565","1215527002","56409568250","43192625"
"030210","Daol SEC","KOSPI",,"3900","-180","-4.41","4080","4120","3845","119707","470867433","237553313400","60911106"
"023590","DaouTech","KOSPI",,"44700","-1550","-3.35","46750","47850","44000","77959","3530739575","2005537779900","44866617"
"154040","Dasan Solueta","KOSDAQ","Enterprise of middle standing","1059","-26","-2.40","1085","1108","1047","34005","36290736","19009149546","17950094"
"199150","Data Streams","KONEX","General Company-Division","2700","0","0.00","2795","2795","2600","13","34095","11525255100","4268613"
