Issue code,Issue name,Market type,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"010960","SDC","KOSPI",,"3720","-155","-4.00","3875","3900","3690","59073","223238390","89726400000","24120000"
"099220","SDN","KOSDAQ","Enterprise of middle standing","1304","-24","-1.81","1337","1340","1281","1339523","1748597838","84687432400","64944350"
"121890","SDSYSTEM","KOSDAQ","Enterprise of middle standing","1610","-103","-6.01","1700","1735","1610","228467","381771297","21399228060","13291446"
"004360","SEBANG","KOSPI",,"14800","-520","-3.39","15330","15400","14660","65350","975621805","282910924400","19115603"
"004365","SEBANG(1P)","KOSPI",,"9230","-100","-1.07","9340","9410","9080","2769","25436630","34051777500","3689250"
"011560","SEBO MEC","KOSDAQ","Blue chip company","17880","-850","-4.54","18730","19250","17530","43614","779419470","185058000000","10350000"
"081180","SEC","KOSDAQ","New growth company","11400","-1300","-10.24","12800","12960","11350","153515","1829816560","100611099000","8825535"
"340810","SECERN AI","KOSDAQ","New growth company","2450","-145","-5.59","2595","2670","2425","78379","195933344","31742400900","12956082"
"131090","SECUVE","KOSDAQ","Venture business","3805","-20","-0.52","3800","3885","3800","13987","53362540","29139530905","7658221"
"096530","SEEGENE","KOSDAQ","Blue chip company","22250","-700","-3.05","23000","23150","22000","250995","5641877125","1162028366500","52225994"
"458870","SEERS","KOSDAQ","New growth company","49200","-1300","-2.57","50900","52100","47250","115407","5627027750","624179736000","12686580"
"075580","SEJIN HEAVY","KOSPI",,"15900","-1030","-6.08","17300","17340","15810","272374","4464188850","903906350400","56849456"
"067770","SEJINTS","KOSDAQ","Enterprise of middle standing","2165","-80","-3.56","2245","2245","2165","42566","93587300","18178623845","8396593"
"258830","SEJONG MEDICAL","KOSDAQ","Issues for administration(none market division)","412","0","0.00","0","0","0","0","0","31223976612","75786351"
"036630","SEJONG TELECOM","KOSDAQ","Enterprise of middle standing","10800","1490","16.00","9320","12100","9130","1218615","13991974245","108000000000","10000000"
"039310","SEJOONG","KOSDAQ","Enterprise of middle standing","1739","-91","-4.97","1830","1830","1671","711324","1232833175","31513578913","18121667"
"053450","SEKONIX","KOSDAQ","Blue chip company","4995","-195","-3.76","5220","5250","4965","101051","512588390","73890050985","14792803"
"108860","SELVAS AI","KOSDAQ","Venture business","12680","-1190","-8.58","14010","14050","12470","1178071","15457989835","341279537200","26914790"
"208370","SELVAS Healthcare","KOSDAQ","Venture business","4190","-295","-6.58","4510","4585","4115","384708","1642149079","107852963160","25740564"
"252990","SEMCNS","KOSDAQ","New growth company","9290","-650","-6.54","9980","10240","9130","646284","6197834965","559424188810","60217889"
"007540","SEMPIO","KOSPI",,"52200","-2700","-4.92","54900","55900","51900","11051","590795600","150116760000","2875800"
"248170","SEMPIO FOODS","KOSPI",,"27300","-1000","-3.53","28250","28400","27250","18267","502642100","124714207800","4568286"
"061090","SENA","KOSDAQ","Enterprise of middle standing","37200","0","0.00","38000","40350","36600","58323","2262916200","207785212800","5585624"
"347000","SENKO","KOSDAQ","New growth company","2135","-50","-2.29","2200","2225","2080","188657","403863545","80726156210","37810846"
"035890","SEOHEE CONSTRUCTION","KOSDAQ","Issues for administration(none market division)","1623","0","0.00","0","0","0","0","0","372979125711","229808457"
"178320","SEOJIN SYSTEM","KOSDAQ","Venture business","45950","-550","-1.18","46700","48700","44900","1963312","91663342850","2700489127700","58770166"
"011300","SEONG AN Materials","KOSPI",,"330","14","4.43","313","349","310","2236583","747215106","52326060270","158563819"
"018680","SEOUL PHARMA","KOSDAQ","Venture business","2710","0","0.00","2690","2775","2650","2566","6985915","31596754490","11659319"
"092190","SEOUL VIOSYS","KOSDAQ","More significant investment(none market division)","3325","-125","-3.62","3450","3485","3250","33632","112763065","152512373475","45868383"
"043710","SEOULEAGUER","KOSDAQ","Enterprise of middle standing","856","-5","-0.58","861","861","829","38467","32373828","74097508560","86562510"
"007860","SEOYON","KOSPI",,"9010","-470","-4.96","9510","9590","8970","155165","1413238600","211553394440","23479844"
"019770","SEOYON TOPMETAL","KOSDAQ","Blue chip company","3750","-140","-3.60","3920","3920","3750","29270","111650552","43687500000","11650000"
"200880","SEOYONEHWA","KOSPI",,"12860","-590","-4.39","13590","13650","12750","112216","1460791500","347585699820","27028437"
"340440","SERIM B&G","KOSDAQ","Venture business","1994","301","17.78","1679","2195","1662","38105956","75433300627","56586457816","28378364"
"042600","SERONICS","KOSDAQ","Enterprise of middle standing","17700","1600","9.94","16100","18390","16020","442274","7738115845","219897259800","12423574"
"027040","SET","KOSDAQ","Enterprise of middle standing","415","-11","-2.58","422","447","412","465460","198356428","28879371505","69588847"
"049830","SEUNG IL","KOSDAQ","Issues for administration(none market division)","7350","-40","-0.54","7390","7510","7340","1186","8766375","45071023200","6132112"
"252500","SEWHA P&C","KOSDAQ","Enterprise of middle standing","805","-5","-0.62","792","821","780","73770","58913694","33396543950","41486390"
"100700","SEWOONMEDICAL","KOSDAQ","Blue chip company","2705","85","3.24","2680","2875","2565","2654556","7237342138","118479000000","43800000"
"031440","SF","KOSPI",,"48700","-50","-0.10","48750","49400","47500","9513","458095950","188589776000","3872480"
"056190","SFA","KOSDAQ GLOBAL","Blue chip company","26950","-900","-3.23","27850","28850","26450","132371","3641094500","967741082000","35908760"
"036540","SFASemicon","KOSDAQ","Blue chip company","6280","-190","-2.94","6630","6730","6160","3133695","20104400920","1032810702840","164460303"
"288620","SFC","KOSDAQ","Venture business","8290","-380","-4.38","8680","8770","8230","22163","187095950","57858529640","6979316"
"089980","SFTC","KOSDAQ","Blue chip company","21900","-1700","-7.20","24000","24000","21550","155546","3477128250","350159910300","15989037"
"255220","SG","KOSDAQ","Enterprise of middle standing","2635","-185","-6.56","2860","2860","2600","3140125","8498141391","286811107200","108846720"
"001380","SG GLOBAL","KOSPI",,"1256","-60","-4.56","1314","1336","1249","316927","406280722","56474963608","44964143"
"040610","SG&G","KOSDAQ","Enterprise of middle standing","2000","-95","-4.53","2110","2140","1999","131718","270574681","68174392000","34087196"
"184230","SGA Solutions","KOSDAQ","Venture business","534","-9","-1.66","550","597","534","273843","150161944","47406914262","88776993"
"004490","SGBC","KOSPI",,"59800","-1600","-2.61","61700","62600","59500","50853","3097817200","828828000000","13860000"
"016250","SGC E&C","KOSDAQ","Enterprise of middle standing","15170","-1060","-6.53","16300","16400","15070","9393","144140595","76411077620","5036986"
"005090","SGC Energy","KOSPI",,"54200","-6300","-10.41","59000","59000","52800","173102","9565799450","780985848600","14409333"
"004060","SGCORPORATION","KOSPI",,"517","-7","-1.34","528","535","507","2960542","1533080910","104653704320","202424960"
"398120","SGHC","KOSDAQ","Venture business","3945","-335","-7.83","4220","4290","3885","173049","690984185","46624025895","11818511"
"031210","SGIC","KOSPI",,"48900","-3400","-6.50","50400","51100","48450","186912","9204040425","3414276142200","69821598"
"002360","SH ENERCHEM","KOSPI",,"418","-1","-0.24","419","441","413","6104984","2599846029","46453899140","111133730"
"001770","SHD","KOSPI",,"16730","-330","-1.93","16930","17100","16730","1200","20210220","20324908940","1214878"
"462870","SHIFT UP","KOSPI",,"32250","-1650","-4.87","34000","34500","31900","107486","3527129200","1902244965000","58984340"
"162300","SHIN STEEL","KOSDAQ","Blue chip company","1585","-28","-1.74","1616","1645","1585","18224","29367032","65732140470","41471382"
"290520","SHINDO","KOSDAQ","Enterprise of middle standing","2105","-195","-8.48","2395","2395","2090","92479","200201539","33531307010","15929362"
"243840","SHINHEUNG SEC","KOSDAQ","Blue chip company","7440","-240","-3.13","7720","8090","7320","1194744","9186356155","286873268400","38558235"
"002700","SHINIL ELECTRONICS","KOSPI",,"1378","-22","-1.57","1400","1404","1373","410845","568518114","96525483938","70047521"
"002870","SHINPOONG","KOSPI",,"1217","-29","-2.33","1246","1256","1178","323992","387316493","42544737900","34958700"
"035510","SHINSEGAE I&C","KOSPI",,"18500","-1220","-6.19","19760","19950","18280","281330","5354342460","258646650000","13980900"
"031430","SHINSEGAE INTERNATIONAL","KOSPI",,"11790","-330","-2.72","12140","12280","11700","57140","680458670","412484940000","34986000"
"011930","SHINSUNG E&G","KOSPI",,"2750","15","0.55","2810","2920","2650","29713990","82824543795","566082415250","205848151"
"056700","SHINWHA","KOSDAQ","Enterprise of middle standing","1795","-36","-1.97","1831","1838","1771","83291","149770742","52297488345","29135091"
"086980","SHOWBOX","KOSDAQ","Enterprise of middle standing","2515","-200","-7.37","2720","2720","2515","754490","1957543092","157534570000","62638000"
"404990","SHSBREIT","KOSPI",,"4235","-115","-2.64","4350","4355","4230","76907","328792555","252211541505","59554083"
"472220","SHT-10 SPAC","KOSDAQ","SPAC(none market division)","2130","-40","-1.84","2170","2170","2120","24512","52928540","9989700000","4690000"
"0091W0","SHT-11 SPAC","KOSDAQ","SPAC(none market division)","2060","0","0.00","2055","2060","2050","12819","26302660","12500080000","6068000"
"099320","SI","KOSDAQ","Blue chip company","177900","3500","2.01","180800","190500","172300","244479","44421243250","1948232356200","10951278"
"065420","SI","KOSDAQ","Enterprise of middle standing","288","48","20.00","246","312","231","55515315","16057941614","20614262112","71577299"
"020710","SIGONG TECH","KOSDAQ","Blue chip company","3940","-130","-3.19","4070","4090","3910","95016","376319520","78989001800","20047970"
"025870","SILLA SG","KOSDAQ","Enterprise of middle standing","4345","-55","-1.25","4400","4400","4345","18538","80642265","17380000000","4000000"
"222800","SIMMTECH","KOSDAQ GLOBAL","Blue chip company","48950","-3950","-7.47","54100","54100","48250","777633","39244631775","1827901571100","37342218"
"036710","SIMMTECH HOLDINGS","KOSDAQ","Enterprise of middle standing","2365","-185","-7.25","2550","2565","2300","410416","984995585","124937638210","52827754"
"009160","SIMPAC","KOSPI",,"5050","-240","-4.54","5330","5450","5050","198107","1053575170","330123388400","65370968"
"029530","SINDOH","KOSPI",,"50000","-1600","-3.10","51400","52100","49400","7831","393405700","485786450000","9715729"
"006880","SINGSONGHOLDINGS","KOSPI",,"6930","-160","-2.26","7090","7140","6900","83238","583141140","81973985940","11828858"
"138070","SINJIN SM","KOSDAQ","Enterprise of middle standing","1729","-65","-3.62","1794","1794","1713","30821","53570188","30263039716","17503204"
"002800","SINSIN PHARM","KOSDAQ","Enterprise of middle standing","5370","-200","-3.59","5590","5590","5290","105452","568762085","81465585000","15170500"
"036120","SIS","KOSDAQ","Enterprise of middle standing","1997","-68","-3.29","2070","2085","1992","160875","326523305","70184565000","35145000"
"217910","SJCHEM","KONEX","General Company-Division","319","7","2.24","319","319","319","1","319","4462976518","13990522"
"003960","SJDR","KOSPI",,"31300","-950","-2.95","32500","33000","31300","7477","236893475","286847817100","9164467"
"189860","SJEM","KOSDAQ","Enterprise of middle standing","5110","-350","-6.41","5480","5490","5000","459826","2380624970","49560765800","9698780"
"306040","SJG","KOSDAQ","Blue chip company","6000","-400","-6.25","6400","6480","5900","122037","754579670","59194968000","9865828"
"033530","SJG SEJONG","KOSPI",,"7150","-490","-6.41","7800","7800","7070","195688","1436349480","198919871150","27820961"
"123700","SJM","KOSPI",,"3520","-100","-2.76","3595","3600","3510","58309","206882660","54929240960","15604898"
"025530","SJMH","KOSPI",,"3535","-85","-2.35","3620","3640","3515","10740","38322205","52791718280","14934008"
"034730","SK","KOSPI",,"308000","-13000","-4.05","325500","331500","303500","162176","51125879750","22330832524000","72502703"
"006120","SK Discovery","KOSPI",,"52000","-1500","-2.80","53100","54700","51900","26385","1401199500","905515052000","17413751"
"006125","SK Discovery(1P)","KOSPI",,"38700","-800","-2.03","39200","39600","38600","819","32078600","47666983500","1231705"
"096770","SK Innovation","KOSPI",,"115500","1000","0.87","114400","120200","113800","906129","106147526850","19525597014000","169052788"
"096775","SK Innovation(1P)","KOSPI",,"69500","0","0.00","69700","71600","68600","5515","386901050","86765607000","1248426"
"395400","SK REIT","KOSPI",,"6400","50","0.79","6480","6480","6260","169067","1078781395","1926512768000","301017620"
"472230","SK Securities No.11 SPAC","KOSDAQ","SPAC(none market division)","2060","5","0.24","2050","2060","2050","9546","19617970","8559300000","4155000"
"473000","SK Securities No.12 SPAC","KOSDAQ","SPAC(none market division)","2060","0","0.00","2060","2060","2055","11","22635","6818600000","3310000"
"473950","SK Securities No.13 SPAC","KOSDAQ","SPAC(none market division)","2035","0","0.00","2035","2045","2025","1058","2144160","8994700000","4420000"
"260870","SK Signet","KONEX","General Company-Division","8880","-120","-1.33","9000","9090","8630","5042","44335020","192471753360","21674747"
"475150","SK eternix","KOSPI",,"55000","1000","1.85","54000","57700","52600","2405714","131728698800","1856472310000","33754042"
"000660","SK hynix","KOSPI",,"830000","-63000","-7.05","912000","914000","818000","6127534","5258223773100","591542962950000","712702365"
"361610","SK ie technology","KOSPI",,"21200","-1100","-4.93","22250","22850","20900","241362","5255778725","1733886520000","81787100"
"03473K","SK(1P)","KOSPI",,"239000","-4000","-1.65","243500","248000","232500","3179","754219000","135306265000","566135"
"357880","SKAI","KOSDAQ","New growth company","3090","-280","-8.31","3380","3550","3025","2480146","7950073881","156591018450","50676705"
"014620","SKB","KOSDAQ","Blue chip company","36200","250","0.70","37300","38000","35550","351539","12859658125","961376576800","26557364"
"326030","SKBP","KOSPI",,"94300","-4700","-4.75","99100","99300","92700","252293","23955537200","7384939475000","78313250"
"302440","SKBS","KOSPI",,"41700","-1950","-4.47","43450","43800","41400","152226","6440390800","3270727031700","78434701"
"011790","SKC","KOSPI",,"93600","-4900","-4.97","98500","99600","92800","222327","21318778450","3544472692800","37868298"
"285130","SKCHEM","KOSPI",,"51100","-3300","-6.07","54600","55200","50700","50739","2651213550","883966942600","17298766"
"28513K","SKCHEM(1P)","KOSPI",,"25000","-750","-2.91","25750","27200","24950","3546","89496925","52885725000","2115429"
"210980","SKD&D","KOSPI",,"12920","-200","-1.52","13020","13500","12870","31046","403641460","240536575440","18617382"
"018670","SKGas","KOSPI",,"258000","-1500","-0.58","259500","269000","251500","66673","17172459000","2385272952000","9245244"
"001740","SKNetworks","KOSPI",,"5420","-160","-2.87","5980","6040","5360","5158065","29559733140","1199326228840","221277902"
"276040","SKONEC","KOSDAQ","New growth company","428","-42","-8.94","473","499","425","682702","302499733","9257783380","21630335"
"402340","SKSQUARE","KOSPI",,"469500","-31500","-6.29","514000","522000","460000","682876","327790525750","62014900492500","132087115"
"001510","SKSecu","KOSPI",,"1912","-233","-10.86","2170","2175","1880","51082845","101599550942","884472406952","462590171"
"001515","SKSecu(1P)","KOSPI",,"5850","-750","-11.36","6660","7200","5700","1977195","12813916065","22888206900","3912514"
"017670","SKTelecom","KOSPI",,"77800","-700","-0.89","78600","79500","76700","807732","62832647150","16710666123400","214790053"
"100090","SKoceanplant","KOSPI",,"28350","-950","-3.24","28400","30250","27250","3870649","111724490475","1771254957150","62478129"
"005850","SLCORP","KOSPI",,"54200","-4400","-7.51","60100","60200","53500","212506","11828767250","2517509784000","46448520"
"246250","SLSBio","KOSDAQ","Issues for administration(none market division)","1969","0","0.00","0","0","0","0","0","30220617614","15348206"
"010580","SM BEXEL","KOSPI",,"1981","-89","-4.30","2060","2130","1974","629525","1277050100","220389736560","111251760"
"048550","SM C&C","KOSDAQ","Enterprise of middle standing","1089","-24","-2.16","1108","1131","1073","123666","135466426","105322221180","96714620"
"063440","SM Life Design","KOSDAQ","Enterprise of middle standing","1509","-16","-1.05","1525","1548","1502","124181","189173799","69457993386","46029154"
"007820","SMC","KOSDAQ","Venture business","4805","-285","-5.60","5280","5280","4745","189001","925781456","96263110530","20033946"
"460870","SMCG","KOSDAQ","Venture business","3740","-250","-6.27","4005","4050","3740","898135","3513784568","75074156960","20073304"
"041510","SME","KOSDAQ GLOBAL","Blue chip company","85400","-4600","-5.11","90100","90900","84100","86941","7505807750","1955206526000","22894690"
"099440","SMEC","KOSDAQ","Blue chip company","4590","-15","-0.33","4680","4830","4527","1024545","4779525811","313237178460","68243394"
"100660","SMI","KOSDAQ","Enterprise of middle standing","4140","-200","-4.61","4360","4420","4125","33085","140809325","52164000000","12600000"
"066590","SMOTRONIC","KOSDAQ","Enterprise of middle standing","2605","-170","-6.13","2775","2820","2580","170874","456368350","100756025885","38677937"
"012210","SMP","KOSDAQ","Enterprise of middle standing","13230","-1020","-7.16","14300","14680","13010","362220","5024814330","293600318760","22192012"
"038680","SNET","KOSDAQ","Blue chip company","3530","-320","-8.31","3845","3845","3525","698680","2531054562","70291626260","19912642"
"003570","SNT DYNAMICS","KOSPI",,"49300","200","0.41","50000","54000","48650","180364","9214770725","1639357962100","33252697"
"036530","SNT Holdings","KOSPI",,"56700","-2800","-4.71","60600","60600","55100","26986","1542616450","924430336200","16303886"
"064960","SNT MOTIV","KOSPI",,"32900","-700","-2.08","34100","34450","32700","56120","1870967575","873174948800","26540272"
"100840","SNTEnergy","KOSPI",,"46900","-2500","-5.06","49500","49550","46650","432457","20719590675","969928722700","20680783"
"403550","SOCAR","KOSPI",,"11490","170","1.50","11440","11700","11270","18393","210700800","377353453980","32841902"
"258790","SOFTCAMP","KOSDAQ","Venture business","1360","-18","-1.31","1351","1410","1340","182036","249788221","33988146240","24991284"
"032680","SOFTCEN","KOSDAQ","Enterprise of middle standing","231","-8","-3.35","242","242","226","575808","134624277","24391466484","105590764"
"032685","SOFTCEN(1P)","KOSDAQ","Enterprise of middle standing","5310","-30","-0.56","5330","5330","5310","487","2586030","1896424020","357142"
"035610","SOLBORN","KOSDAQ","More significant investment(none market division)","3410","-40","-1.16","3450","3480","3380","54224","184668245","93249849770","27345997"
"248070","SOLUM","KOSPI",,"15990","-580","-3.50","16570","16680","15020","264173","4231611645","764581613640","47816236"
"290690","SOLUX","KOSDAQ","Enterprise of middle standing","3560","-170","-4.56","3750","3830","3540","707839","2569263974","173564795360","48754156"
"007720","SONO SQUARE","KOSDAQ","Enterprise of middle standing","403","-7","-1.71","410","417","400","359511","145803891","40622581350","100800450"
"066910","SONOKONG","KOSDAQ","Enterprise of middle standing","564","-18","-3.09","583","591","550","201633","115448580","37750304496","66933164"
"067160","SOOP","KOSDAQ GLOBAL","Blue chip company","58700","-2100","-3.45","60800","61200","58000","56891","3361332000","674742822900","11494767"
"017550","SOOSAN CEBOTICS","KOSPI",,"1922","-113","-5.55","2050","2070","1903","726251","1429479251","119931127860","62399130"
"050960","SOOSAN INT","KOSDAQ","Venture business","8640","-260","-2.92","8900","8950","8610","10218","89291880","58328640000","6751000"
"464080","SOSLAB","KOSDAQ","New growth company","14390","-1090","-7.04","15780","15870","14100","289188","4282755115","256099333650","17797035"
"005610","SPC SAMLIP","KOSPI",,"49150","-850","-1.70","50200","50400","49100","5039","249730950","424115792350","8629009"
"058610","SPG","KOSDAQ","Blue chip company","107800","-3700","-3.32","121000","121100","106000","476910","54281218150","2390719408000","22177360"
"317830","SPSystems","KOSDAQ","Venture business","9200","-670","-6.79","10260","10300","9100","121711","1181209075","99119125600","10773818"
"443670","SPsoft","KOSDAQ","Enterprise of middle standing","4045","-285","-6.58","4370","4375","3950","195086","799564225","100078930640","24741392"
"270210","SR biotek","KONEX","General Company-Division","24000","-100","-0.41","24150","25000","23250","94","2274000","39946872000","1664453"
"306200","SSC","KOSPI",,"136500","3300","2.48","134200","140000","128600","35482","4809058950","387154950000","2836300"
"046890","SSC","KOSDAQ GLOBAL","Enterprise of middle standing","8980","-420","-4.47","9850","9850","8860","511267","4743958315","523582492000","58305400"
"065350","SSDELTATECH","KOSDAQ","Blue chip company","53900","-3400","-5.93","58700","58700","53100","166881","9218533750","1481384797200","27483948"
"236030","SSIAL FOOD","KONEX","General Company-Division","2500","0","0.00","2450","2500","2450","22","54200","5083330000","2033332"
"275630","SSR","KOSDAQ","Venture business","3785","35","0.93","3750","3880","3525","78182","292279782","21331873930","5635898"
"237690","ST Pharm","KOSDAQ GLOBAL","Blue chip company","143200","-9600","-6.28","152800","154900","140800","133411","19447787250","2982583920000","20828100"
"060240","STACO","KOSDAQ","Issues for administration(none market division)","1976","0","0.00","0","0","0","0","0","11502414560","5821060"
"078860","STAGEONEENTER","KOSDAQ","More significant investment(none market division)","499","-61","-10.89","580","595","499","586882","315097108","29621766243","59362257"
"204210","STAR SM REIT","KOSPI",,"2035","0","0.00","0","0","0","0","0","15927568525","7826815"
"115570","STARFLEX","KOSDAQ","Enterprise of middle standing","2975","5","0.17","2970","3000","2845","38790","113271853","23753911300","7984508"
"052020","STCUBE","KOSDAQ","More significant investment(none market division)","16130","-1270","-7.30","17620","17620","15860","647121","10636001510","1096570483830","67983291"
"039440","STI","KOSDAQ","Blue chip company","28500","-2100","-6.86","31100","31100","28150","148657","4348122350","441950839500","15507047"
"026890","STIC Investments","KOSPI",,"9260","100","1.09","9300","9460","9110","127113","1178659680","385939900500","41678175"
"098660","STO","KOSDAQ","Enterprise of middle standing","1734","-36","-2.03","1760","1770","1720","86828","151624606","21676692384","12500976"
"011810","STX","KOSPI",,"3530","0","0.00","0","0","0","0","0","109493282310","31017927"
"465770","STX Green Logis","KOSPI",,"6760","360","5.63","6400","7540","6120","3433803","24027878790","48476176320","7171032"
"077970","STXEngine","KOSPI",,"31850","-550","-1.70","33100","34200","31600","219621","7227656100","1278715806550","40148063"
"234300","STraffic","KOSDAQ","Blue chip company","3295","-70","-2.08","3395","3405","3225","81136","266441860","89649635100","27207780"
"008490","SUHEUNG","KOSPI",,"18330","-640","-3.37","19000","19300","18150","16557","308726305","212061841290","11569113"
"003100","SUN KWANG","KOSDAQ","Blue chip company","19970","-1030","-4.90","21000","21050","19970","47140","955852850","131802000000","6600000"
"002820","SUN&L","KOSPI",,"2325","-40","-1.69","2365","2425","2300","24039","56556980","29313574425","12607989"
"116100","SUN-MC","KONEX","General Company-Division","645","-1","-0.15","655","655","570","2023","1156850","4798790970","7439986"
"037350","SUNGDO ENG","KOSDAQ","Blue chip company","9100","-950","-9.45","10150","10150","9000","298433","2813735905","138411000000","15210000"
"043260","SUNGHO","KOSDAQ","Blue chip company","44000","-3400","-7.17","48450","49750","42400","1489531","67571444075","3120604212000","70922823"
"458650","SUNGWOO","KOSDAQ","Venture business","12010","-680","-5.36","12810","12920","11910","113781","1415537860","180698496700","15045670"
"081580","SUNGWOO ELEC","KOSDAQ","Enterprise of middle standing","2975","-355","-10.66","3300","3350","2975","270111","836537876","46136725425","15508143"
"045300","SUNGWOOTECH","KOSDAQ","Enterprise of middle standing","2935","-50","-1.68","2955","3025","2870","19577","57014580","30369516275","10347365"
"171090","SUNIC SYSTEM","KOSDAQ","Enterprise of middle standing","81600","-6600","-7.48","90800","90800","79400","127307","10650625950","823716177600","10094561"
"136490","SUNJIN","KOSPI",,"9890","-550","-5.27","10450","10580","9730","144889","1444704545","235180283560","23779604"
"217320","SUNTECH","KONEX","General Company-Division","14460","1880","14.94","14460","14460","14460","131","1894260","15183000000","1050000"
"321370","SV","KOSDAQ","New growth company","3320","-335","-9.17","3810","3885","3225","6142740","21400540997","171475662720","51649296"
"289080","SV INVESTMENT","KOSDAQ","Enterprise of middle standing","3730","-400","-9.69","4130","4330","3660","3314623","12858384201","202599881060","54316322"
"015750","SW HITECH","KOSDAQ","Blue chip company","8420","-480","-5.39","9120","9120","8290","1034967","8917537605","673600000000","80000000"
"093920","SWIT","KOSDAQ","Blue chip company","5040","-70","-1.37","5110","5110","4980","30066","151404645","93744000000","18600000"
"109610","SY","KOSDAQ","Enterprise of middle standing","2660","-155","-5.51","2850","2860","2620","396458","1087026000","130093684000","48907400"
"365330","SY STEEL TECH","KOSDAQ","Enterprise of middle standing","3395","-235","-6.47","3645","3675","3340","1125673","3920648433","170330545000","50171000"
"145990","SYC","KOSPI",,"45200","-900","-1.95","46300","46300","44650","10402","470838850","466167894800","10313449"
"145995","SYC(1P)","KOSPI",,"33400","-900","-2.62","34250","34250","33300","1054","35507450","12360338000","370070"
"054540","SYMTEK","KOSDAQ","Enterprise of middle standing","10500","-990","-8.62","11590","11750","10300","215115","2341002825","136500000000","13000000"
"234030","SYNIC SOLUTION","KOSDAQ","Enterprise of middle standing","6180","-580","-8.58","6880","6880","6150","190428","1226490230","145878900000","23605000"
"269620","SYSWORK","KOSDAQ","Issues for administration(none market division)","889","0","0.00","0","0","0","0","0","132090012299","148582691"
"007160","SajoInd","KOSPI",,"51000","-2100","-3.95","53400","54000","50900","6765","349032700","255000000000","5000000"
"328380","Saltware","KOSDAQ","Venture business","781","-18","-2.25","806","806","758","50437","39292279","26759229618","34262778"
"009300","Sam-A Pharm.","KOSDAQ","Blue chip company","15590","-300","-1.89","16000","16000","15400","8911","139047185","99308300000","6370000"
"032280","SamIl","KOSDAQ","Enterprise of middle standing","1397","-2","-0.14","1397","1401","1381","33476","46595116","22650385230","16213590"
"006110","SamaAlum","KOSPI",,"34150","-250","-0.73","35450","38950","32750","2362302","84810578125","516465988250","15123455"
"001470","SambuConst","KOSPI",,"347","0","0.00","0","0","0","0","0","79699592928","229681824"
"004690","Samchully","KOSPI",,"136900","-4200","-2.98","141300","142000","132200","18436","2534044600","555132922500","4055025"
"004450","SamhwaCrown&Closure","KOSPI",,"27400","-300","-1.08","27800","28000","27400","365","10066900","59029984600","2154379"
"000390","SamhwaPaint","KOSPI",,"8800","-530","-5.68","9460","9470","8690","866698","7775175630","239390527200","27203469"
"002450","SamickMusInstr","KOSPI",,"1185","-11","-0.92","1215","1215","1173","196966","233463877","107279134275","90530915"
"014950","Samik Pharm.","KOSDAQ","Venture business","9760","-1000","-9.29","10690","10910","9680","110045","1104214180","89756990880","9196413"
"000520","SamilPharm","KOSPI",,"9920","-830","-7.72","10710","10980","9690","425178","4277377035","215182765120","21691811"
"032750","Samjin","KOSDAQ","Blue chip company","3265","-60","-1.80","3335","3340","3255","20113","66084395","29486613330","9031122"
"005500","SamjinPharm","KOSPI",,"17950","-450","-2.45","18410","18490","17780","24953","450593470","239094000000","13320000"
"0013V0","Samjinfood","KOSDAQ","Enterprise of middle standing","7240","-560","-7.18","7930","7940","7230","196175","1464907255","71811069440","9918656"
"014970","Samryoong","KOSDAQ","Enterprise of middle standing","8590","240","2.87","8470","9730","8180","2917435","26158621190","129923750000","15125000"
"006660","SamsungClimateContro","KOSPI",,"11300","-340","-2.92","11730","11730","11100","25007","283025410","91827348200","8126314"
"028050","SamsungE&A","KOSPI",,"35100","-2800","-7.39","38800","38800","34750","3387897","122278984025","6879600000000","196000000"
"005930","SamsungElec","KOSPI",,"178400","-11200","-5.91","192600","193600","175000","38615231","7050417527620","1056063405284800","5919637922"
"005935","SamsungElec(1P)","KOSPI",,"118600","-8900","-6.98","128000","128700","117200","4130576","503602815750","96774595150400","815974664"
"009150","SamsungElecMech","KOSPI",,"417000","-27500","-6.19","444000","450500","410000","707703","300121034250","31147271232000","74693696"
"009155","SamsungElecMech(1P)","KOSPI",,"159600","-11200","-6.56","171300","172900","158500","22025","3594944550","463954646400","2906984"
"000810","SamsungF&MIns","KOSPI",,"444000","-10000","-2.20","457000","461500","438500","86242","38586899250","20428952820000","46011155"
"000815","SamsungF&MIns(1P)","KOSPI",,"361000","-2500","-0.69","364000","368500","358500","12037","4359813500","1118923110000","3099510"
"448730","SamsungFN REIT","KOSPI",,"5320","-260","-4.66","5580","5590","5260","214618","1151333325","484386000000","91050000"
"010140","SamsungHvyInd","KOSPI",,"26900","-100","-0.37","28750","28950","26550","8177473","224978342625","23672000000000","880000000"
"016360","SamsungSecu","KOSPI",,"92600","-5800","-5.89","98900","99400","92100","395004","37434429750","8269180000000","89300000"
"001820","SamwhaCapacitor","KOSPI",,"53700","-4100","-7.09","57600","57900","52900","195672","10803647950","558211500000","10395000"
"009470","SamwhaElec","KOSPI",,"34700","-2750","-7.34","37800","38500","34300","81274","2915803475","229499554000","6613820"
"011230","SamwhaElec","KOSPI",,"2525","-175","-6.48","2680","2740","2475","148479","380292930","48393607125","19165785"
